txid,date,ptid,pfna,plna,tx,is_tx,tsna_fr,tsna_to,tsna_last,tgid_fr,tgid_to,tgid_last,text,full_c_tx,pfna_c_tx,plna_c_tx,pos_tx,pos_group_tx,pos_unit_tx,pgid,full_c,pfna_c,plna_c,pos,pos_group,pos_unit,page,povr,tsna,tgid,score_full,score_pfna,score_plna,match_pg,match_pu,match_fr,match_to,match_la
441,2004-03-23,528.0,DeMingo,Graham,sign,1,FA,DAL,,1009.0,11.0,,The Dallas Cowboys signed G DeMingo Graham.,demingo graham,demingo,graham,G,G,OL,582,demingo graham,demingo,graham,RG,G,OL,31,67,FA,1009,1.0,1.0,1.0,1,1,1,0,0
442,2004-03-23,722.0,Garrick,Jones,resign,1,HOU,HOU,,32.0,32.0,,The Houston Texans re-signed OT Garrick Jones.,garrick jones,garrick,jones,T,T,OL,17244,garrick jones,garrick,jones,LT,T,OL,25,58,FA,1009,1.0,1.0,1.0,1,1,0,0,0
481,2004-03-26,570.0,William,Hampton,resign,1,CAR,CAR,,21.0,21.0,,The Carolina Panthers re-signed S William Hampton.,william hampton,william,hampton,S,S,DB,11995,william hampton,william,hampton,CB,CB,DB,29,62,FA,1009,1.0,1.0,1.0,0,1,0,0,0
552,2004-04-12,1221.0,Jacoby,Shepherd,sign,1,FA,OAK,,1009.0,23.0,,The Oakland Raiders signed DB Jacoby Shepherd.,jacoby shepherd,jacoby,shepherd,DB,,DB,1450,jacoby shepherd,jacoby,shepherd,CB,CB,DB,25,64,FA,1009,1.0,1.0,1.0,0,1,1,0,0
561,2004-04-14,1276.0,Armegis,Spearman,sign,1,FA,GB,WAS,1009.0,20.0,26.0,The Green Bay Packers signed OLB Armegis Spearman.,armegis spearman,armegis,spearman,OLB,LB,LB,16056,armegis spearman,armegis,spearman,MLB,LB,LB,26,74,FA,1009,1.0,1.0,1.0,1,1,1,0,0
583,2004-04-22,1441.0,Chris,Watson,sign,1,FA,GB,,1009.0,20.0,,The Green Bay Packers signed DB Chris Watson.,chris watson,chris,watson,DB,,DB,412,chris watson,chris,watson,CB,CB,DB,27,68,FA,1009,1.0,1.0,1.0,0,1,1,0,0
722,2004-04-30,1451.0,Wes,Welker,sign,1,FA,SD,,1009.0,8.0,,The San Diego Chargers signed WR Wes Welker.,wes welker,wes,welker,WR,WR,WR,5,wes welker,wes,welker,WR,WR,WR,23,72,MIA,12,1.0,1.0,1.0,1,1,0,0,0
778,2004-05-11,561.0,Bob,Hallen,sign,1,FA,NE,,1009.0,22.0,,The New England Patriots signed G Bob Hallen.,bob hallen,bob,hallen,G,G,OL,922,bob hallen,bob,hallen,RG,G,OL,29,81,FA,1009,1.0,1.0,1.0,1,1,1,0,0
785,2004-05-14,229.0,Byron,Chamberlain,sign,1,FA,DEN,WAS,1009.0,4.0,26.0,The Denver Broncos signed TE Byron Chamberlain.,byron chamberlain,byron,chamberlain,TE,TE,TE,370,byron chamberlain,byron,chamberlain,TE,TE,TE,32,73,FA,1009,1.0,1.0,1.0,1,1,1,0,0
792,2004-05-17,1345.0,David,Terrell,sign,1,FA,OAK,,1009.0,23.0,,The Oakland Raiders signed S David Terrell.,david terrell,david,terrell,S,S,DB,14521,david terrell,david,terrell,FS,S,DB,27,72,FA,1009,1.0,1.0,1.0,1,1,1,0,0
802,2004-05-20,218.0,Ki-Jana,Carter,sign,1,FA,NO,,1009.0,27.0,,The New Orleans Saints signed RB Ki-Jana Carter.,kijana carter,kijana,carter,HB,HB,RB,14,kijana carter,kijana,carter,HB,HB,RB,30,73,FA,1009,1.0,1.0,1.0,1,1,1,0,0
803,2004-05-20,352.0,JaJuan,Dawson,sign,1,FA,NYG,,1009.0,16.0,,The New York Giants signed WR JaJuan Dawson.,jajuan dawson,jajuan,dawson,WR,WR,WR,449,jajuan dawson,jajuan,dawson,WR,WR,WR,29,65,FA,1009,1.0,1.0,1.0,1,1,1,0,0
804,2004-05-20,373.0,Jason,Doering,sign,1,FA,NYG,,1009.0,16.0,,The New York Giants signed S Jason Doering.,jason doering,jason,doering,S,S,DB,14350,jason doering,jason,doering,FS,S,DB,26,68,FA,1009,1.0,1.0,1.0,1,1,1,0,0
823,2004-05-25,1496.0,Rodney,Williams,sign,1,FA,KC,,1009.0,9.0,,The Kansas City Chiefs signed P Rodney Williams.,rodney williams,rodney,williams,P,P,KP,16133,rodney williams,rodney,williams,P,P,KP,27,77,FA,1009,1.0,1.0,1.0,1,1,1,0,0
829,2004-05-27,1504.0,Willie,Williams,sign,1,FA,PIT,,1009.0,29.0,,The Pittsburgh Steelers signed CB Willie Williams.,willie williams,willie,williams,CB,CB,DB,1624,willie williams,willie,williams,CB,CB,DB,33,74,FA,1009,1.0,1.0,1.0,1,1,1,0,0
843,2004-06-02,86.0,Fred,Baxter,sign,1,FA,WAS,,1009.0,26.0,,The Washington Redskins signed TE Fred Baxter.,fred baxter,fred,baxter,TE,TE,TE,1122,fred baxter,fred,baxter,TE,TE,TE,33,61,FA,1009,1.0,1.0,1.0,1,1,1,0,0
851,2004-06-02,488.0,Daryl,Gardener,release,1,DEN,FA,,4.0,1009.0,,The Denver Broncos released DT Daryl Gardener.,daryl gardener,daryl,gardener,DT,DT,DL,824,daryl gardener,daryl,gardener,DT,DT,DL,31,88,CIN,2,1.0,1.0,1.0,1,1,0,0,0
866,2004-06-04,797.0,Bill,Lafleur,sign,1,FA,SD,,1009.0,8.0,,The San Diego Chargers signed P Bill Lafleur.,bill lafleur,bill,lafleur,P,P,KP,15772,bill lafleur,bill,lafleur,P,P,KP,28,73,FA,1009,1.0,1.0,1.0,1,1,1,0,0
867,2004-06-04,852.0,Justin,Lucas,sign,1,FA,STL,ARI,1009.0,24.0,7.0,The St. Louis Rams signed S Justin Lucas.,justin lucas,justin,lucas,S,S,DB,12034,justin lucas,justin,lucas,SS,S,DB,27,66,FA,1009,1.0,1.0,1.0,1,1,1,0,0
877,2004-06-08,319.0,Clifton,Crosby,sign,1,FA,KC,,1009.0,9.0,,The Kansas City Chiefs signed DB Clifton Crosby.,clifton crosby,clifton,crosby,DB,,DB,16113,clifton crosby,clifton,crosby,CB,CB,DB,29,71,FA,1009,1.0,1.0,1.0,0,1,1,0,0
881,2004-06-08,986.0,Keith,Newman,sign,1,FA,MIN,ATL,1009.0,31.0,14.0,The Minnesota Vikings signed LB Keith Newman.,keith newman,keith,newman,LB,LB,LB,359,keith newman,keith,newman,ROLB,LB,LB,27,80,FA,1009,1.0,1.0,1.0,1,1,1,0,0
886,2004-06-09,195.0,Steve,Bush,sign,1,FA,GB,ARI,1009.0,20.0,7.0,The Green Bay Packers signed TE/L Steve Bush.,steve bush,steve,bush,TE,TE,TE,14799,steve bush,steve,bush,TE,TE,TE,29,62,FA,1009,1.0,1.0,1.0,1,1,1,0,0
887,2004-06-09,283.0,Calvin,Collins,release,1,DEN,FA,,4.0,1009.0,,The Denver Broncos released G Calvin Collins.,calvin collins,calvin,collins,G,G,OL,892,calvin collins,calvin,collins,C,C,OL,30,67,DEN,4,1.0,1.0,1.0,0,1,1,0,0
896,2004-06-10,506.0,David,Gibson,sign,1,FA,CLE,,1009.0,5.0,,The Cleveland Browns signed S David Gibson.,david gibson,david,gibson,S,S,DB,12024,david gibson,david,gibson,FS,S,DB,26,67,FA,1009,1.0,1.0,1.0,1,1,1,0,0
899,2004-06-11,93.0,Marcus,Bell,sign,1,FA,DET,ARI,1009.0,19.0,7.0,The Detroit Lions signed DT Marcus Bell.,marcus bell,marcus,bell,DT,DT,DL,14270,marcus bell,marcus,bell,DT,DT,DL,25,69,FA,1009,1.0,1.0,1.0,1,1,1,0,0
903,2004-06-11,1140.0,Jeff,Roehl,sign,1,FA,SEA,NYG,1009.0,28.0,16.0,The Seattle Seahawks signed T Jeff Roehl.,jeff roehl,jeff,roehl,T,T,OL,17137,jeff roehl,jeff,roehl,RG,G,OL,24,61,FA,1009,1.0,1.0,1.0,0,1,1,0,0
906,2004-06-11,1426.0,Dedric,Ward,sign,1,FA,DAL,,1009.0,11.0,,The Dallas Cowboys signed WR/K Dedric Ward.,dedric ward,dedric,ward,WR,WR,WR,1097,dedric ward,dedric,ward,WR,WR,WR,29,63,FA,1009,1.0,1.0,1.0,1,1,1,0,0
910,2004-06-14,389.0,LaTarence,Dunbar,sign,1,FA,CLE,ATL,1009.0,5.0,14.0,The Cleveland Browns signed WR LaTarence Dunbar.,latarence dunbar,latarence,dunbar,WR,WR,WR,16662,latarence dunbar,latarence,dunbar,WR,WR,WR,23,68,FA,1009,1.0,1.0,1.0,1,1,1,0,0
918,2004-06-15,1095.0,Derrick,Ransom,sign,1,FA,JAX,,1009.0,17.0,,The Jacksonville Jaguars signed DT Derrick Ransom.,derrick ransom,derrick,ransom,DT,DT,DL,12060,derrick ransom,derrick,ransom,DT,DT,DL,27,64,FA,1009,1.0,1.0,1.0,1,1,1,0,0
923,2004-06-16,1093.0,Greg,Randall,release,1,SF,FA,SF,15.0,1009.0,15.0,The San Francisco 49ers released T Greg Randall.,greg randall,greg,randall,T,T,OL,12154,greg randall,greg,randall,RT,T,OL,26,78,SF,15,1.0,1.0,1.0,1,1,1,0,1
935,2004-06-18,636.0,Bernard,Holsey,sign,1,FA,STL,,1009.0,24.0,,The St. Louis Rams signed DL Bernard Holsey.,bernard holsey,bernard,holsey,DL,,DL,716,bernard holsey,bernard,holsey,DT,DT,DL,30,63,FA,1009,1.0,1.0,1.0,0,1,1,0,0
950,2004-06-22,1327.0,Alex,Sulfsted,sign,1,FA,CIN,CIN,1009.0,2.0,2.0,The Cincinnati Bengals signed G Alex Sulfsted.,alex sulfsted,alex,sulfsted,G,G,OL,14225,alex sulfsted,alex,sulfsted,LG,G,OL,25,51,FA,1009,1.0,1.0,1.0,1,1,1,0,0
966,2004-06-28,753.0,Eric,Kelly,sign,1,FA,HOU,MIN,1009.0,32.0,31.0,The Houston Texans signed CB Eric Kelly.,eric kelly,eric,kelly,CB,CB,DB,14312,eric kelly,eric,kelly,CB,CB,DB,27,66,MIN,31,1.0,1.0,1.0,1,1,0,0,1
967,2004-06-28,1423.0,Shane,Walton,sign,1,FA,PIT,STL,1009.0,29.0,24.0,The Pittsburgh Steelers signed S Shane Walton.,shane walton,shane,walton,S,S,DB,16985,shane walton,shane,walton,FS,S,DB,24,64,STL,24,1.0,1.0,1.0,1,1,0,0,1
969,2004-06-29,847.0,Josh,Lovelady,resign,1,DET,DET,,19.0,19.0,,The Detroit Lions re-signed G Josh Lovelady.,josh lovelady,josh,lovelady,G,G,OL,17196,josh lovelady,josh,lovelady,RG,G,OL,26,62,FA,1009,1.0,1.0,1.0,1,1,0,0,0
977,2004-07-01,1277.0,Marcus,Spears,sign,1,FA,HOU,KC,1009.0,32.0,9.0,The Houston Texans signed OT/G Marcus Spears.,marcus spears,marcus,spears,T,T,OL,661,marcus spears,marcus,spears,RT,T,OL,32,74,KC,9,1.0,1.0,1.0,1,1,0,0,1
979,2004-07-06,522.0,Hunter,Goodwin,retire,1,,FA,MIN,,1009.0,31.0,LB Hunter Goodwin retired from the NFL.,hunter goodwin,hunter,goodwin,LB,LB,LB,784,hunter goodwin,hunter,goodwin,TE,TE,TE,31,76,ATL,14,1.0,1.0,1.0,0,0,0,0,0
981,2004-07-06,1193.0,Ryan,Schau,sign,1,FA,STL,,1009.0,24.0,,The St. Louis Rams signed T Ryan Schau.,ryan schau,ryan,schau,T,T,OL,16028,ryan schau,ryan,schau,RT,T,OL,28,65,FA,1009,1.0,1.0,1.0,1,1,1,0,0
989,2004-07-08,1122.0,Mikhael,Ricks,sign,1,FA,NYJ,DET,1009.0,18.0,19.0,The New York Jets signed TE Mikhael Ricks.,mikhael ricks,mikhael,ricks,TE,TE,TE,603,mikhael ricks,mikhael,ricks,TE,TE,TE,29,78,FA,1009,1.0,1.0,1.0,1,1,1,0,0
992,2004-07-09,107.0,Erik,Bickerstaff,waive,1,DAL,FA,DAL,11.0,1009.0,11.0,The Dallas Cowboys waived RB Erik Bickerstaff.,erik bickerstaff,erik,bickerstaff,HB,HB,RB,17128,erik bickerstaff,erik,bickerstaff,HB,HB,RB,23,60,DAL,11,1.0,1.0,1.0,1,1,1,0,1
998,2004-07-13,1164.0,Darrell,Russell,release,1,TB,FA,TB,6.0,1009.0,6.0,The Tampa Bay Buccaneers released DT Darrell Russell.,darrell russell,darrell,russell,DT,DT,DL,1392,darrell russell,darrell,russell,DT,DT,DL,28,78,TB,6,1.0,1.0,1.0,1,1,1,0,1
1008,2004-07-16,1085.0,Stanley,Pritchett,sign,1,FA,ATL,CHI,1009.0,14.0,1.0,The Atlanta Falcons signed FB Stanley Pritchett.,stanley pritchett,stanley,pritchett,FB,FB,RB,835,stanley pritchett,stanley,pritchett,FB,FB,RB,30,73,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1010,2004-07-16,1370.0,Jeremiah,Trotter,sign,1,FA,PHI,WAS,1009.0,13.0,26.0,The Philadelphia Eagles signed LB Jeremiah Trotter.,jeremiah trotter,jeremiah,trotter,LB,LB,LB,848,jeremiah trotter,jeremiah,trotter,MLB,LB,LB,27,87,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1018,2004-07-20,1198.0,Bill,Schroeder,sign,1,FA,TB,DET,1009.0,6.0,19.0,The Tampa Bay Buccaneers signed WR Bill Schroeder.,bill schroeder,bill,schroeder,WR,WR,WR,1200,bill schroeder,bill,schroeder,WR,WR,WR,33,73,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1020,2004-07-21,142.0,Sean,Brewer,sign,1,FA,WAS,ATL,1009.0,26.0,14.0,The Washington Redskins signed TE Sean Brewer.,sean brewer,sean,brewer,TE,TE,TE,14185,sean brewer,sean,brewer,TE,TE,TE,26,63,ATL,14,1.0,1.0,1.0,1,1,0,0,1
1026,2004-07-21,1114.0,Jamal,Reynolds,sign,1,FA,CLE,GB,1009.0,5.0,20.0,The Cleveland Browns signed DE Jamal Reynolds.,jamal reynolds,jamal,reynolds,DE,DE,DL,14253,jamal reynolds,jamal,reynolds,RE,DE,DL,25,66,GB,20,1.0,1.0,1.0,1,1,0,0,1
1030,2004-07-22,510.0,Jason,Gildon,sign,1,FA,BUF,PIT,1009.0,3.0,29.0,The Buffalo Bills signed LB Jason Gildon.,jason gildon,jason,gildon,LB,LB,LB,1668,jason gildon,jason,gildon,LOLB,LB,LB,31,89,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1034,2004-07-22,1244.0,Antowain,Smith,sign,1,FA,TEN,,1009.0,30.0,,The Tennessee Titans signed RB Antowain Smith.,antowain smith,antowain,smith,HB,HB,RB,316,antowain smith,antowain,smith,HB,HB,RB,32,80,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1042,2004-07-23,439.0,Filip,Filipovic,sign,1,FA,MIN,SF,1009.0,31.0,15.0,The Minnesota Vikings signed P Filip Filipovic.,filip filipovic,filip,filipovic,P,P,KP,15752,filip filipovic,filip,filipovic,P,P,KP,26,67,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1043,2004-07-23,501.0,Eddie,George,sign,1,FA,DAL,TEN,1009.0,11.0,30.0,The Dallas Cowboys signed RB Eddie George.,eddie george,eddie,george,HB,HB,RB,1707,eddie george,eddie,george,HB,HB,RB,30,85,TEN,30,1.0,1.0,1.0,1,1,0,0,1
1050,2004-07-23,1128.0,Barret,Robbins,release,1,OAK,FA,,23.0,1009.0,,The Oakland Raiders released C Barret Robbins.,barret robbins,barret,robbins,C,C,OL,1359,barret robbins,barret,robbins,C,C,OL,30,87,OAK,23,1.0,1.0,1.0,1,1,1,0,0
1051,2004-07-23,1147.0,Tyrone,Rogers,sign,1,FA,GB,,1009.0,20.0,,The Green Bay Packers signed RE Tyrone Rogers.,tyrone rogers,tyrone,rogers,DE,DE,DL,455,tyrone rogers,tyrone,rogers,LE,DE,DL,27,64,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1052,2004-07-23,1152.0,Adrian,Ross,release,1,CIN,FA,,2.0,1009.0,,The Cincinnati Bengals released OLB Adrian Ross.,adrian ross,adrian,ross,OLB,LB,LB,280,adrian ross,adrian,ross,LOLB,LB,LB,29,82,CIN,2,1.0,1.0,1.0,1,1,1,0,0
1060,2004-07-26,402.0,Andy,Eby,waive,1,STL,FA,STL,24.0,1009.0,24.0,The St. Louis Rams waived C/G Andy Eby.,andy eby,andy,eby,C,C,OL,16694,andy eby,andy,eby,C,C,OL,25,58,STL,24,1.0,1.0,1.0,1,1,1,0,1
1083,2004-07-27,447.0,Zeron,Flemister,sign,1,FA,NE,,1009.0,22.0,,The New England Patriots signed TE Zeron Flemister.,zeron flemister,zeron,flemister,TE,TE,TE,14524,zeron flemister,zeron,flemister,TE,TE,TE,27,66,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1095,2004-07-27,1026.0,Solomon,Page,sign,1,FA,DET,,1009.0,19.0,,The Detroit Lions signed T Solomon Page.,solomon page,solomon,page,T,T,OL,738,solomon page,solomon,page,RT,T,OL,28,85,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1109,2004-07-27,1530.0,Rod,Woodson,release,1,OAK,FA,,23.0,1009.0,,The Oakland Raiders released S Rod Woodson.,rod woodson,rod,woodson,S,S,DB,1473,rod woodson,rod,woodson,FS,S,DB,39,92,OAK,23,1.0,1.0,1.0,1,1,1,0,0
1120,2004-07-28,637.0,Tam,Hopkins,sign,1,FA,MIN,,1009.0,31.0,,The Minnesota Vikings signed G Tam Hopkins.,tam hopkins,tam,hopkins,G,G,OL,15676,tam hopkins,tam,hopkins,RG,G,OL,26,65,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1129,2004-07-28,941.0,John,Mobley,release,1,DEN,FA,,4.0,1009.0,,The Denver Broncos released LB John Mobley.,john mobley,john,mobley,LB,LB,LB,382,john mobley,john,mobley,LOLB,LB,LB,30,86,DEN,4,1.0,1.0,1.0,1,1,1,0,0
1151,2004-07-29,193.0,Jeff,Burris,release,1,NE,FA,NE,22.0,1009.0,22.0,The New England Patriots released LCB Jeff Burris.,jeff burris,jeff,burris,CB,CB,DB,696,jeff burris,jeff,burris,CB,CB,DB,32,75,NE,22,1.0,1.0,1.0,1,1,1,0,1
1169,2004-07-29,835.0,Everett,Lindsay,sign,1,FA,ARI,,1009.0,7.0,,The Arizona Cardinals signed G Everett Lindsay.,everett lindsay,everett,lindsay,G,G,OL,451,everett lindsay,everett,lindsay,RT,T,OL,33,76,FA,1009,1.0,1.0,1.0,0,1,1,0,0
1177,2004-07-29,1081.0,Jamal,Powell,waive,1,HOU,FA,,32.0,1009.0,,The Houston Texans waived C Jamal Powell.,jamal powell,jamal,powell,C,C,OL,16720,jamal powell,jamal,powell,C,C,OL,23,56,HOU,32,1.0,1.0,1.0,1,1,1,0,0
1189,2004-07-29,1487.0,James,Williams,sign,1,FA,NE,,1009.0,22.0,,The New England Patriots signed T James Williams.,james williams,james,williams,T,T,OL,220,james williams,james,williams,RT,T,OL,36,82,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1195,2004-07-30,115.0,Willie,Blade,sign,1,FA,JAX,NYG,1009.0,17.0,16.0,The Jacksonville Jaguars signed DT Willie Blade.,willie blade,willie,blade,DT,DT,DL,17127,willie blade,willie,blade,DT,DT,DL,25,83,DAL,11,1.0,1.0,1.0,1,1,0,0,0
1197,2004-07-30,177.0,Matt,Bryant,waive,1,NYG,FA,,16.0,1009.0,,The New York Giants waived K Matt Bryant.,matt bryant,matt,bryant,K,K,KP,15694,matt bryant,matt,bryant,K,K,KP,29,74,NYG,16,1.0,1.0,1.0,1,1,1,0,0
1219,2004-07-30,634.0,Rashad,Holman,sign,1,FA,BAL,,1009.0,25.0,,The Baltimore Ravens signed CB Rashad Holman.,rashad holman,rashad,holman,CB,CB,DB,14329,rashad holman,rashad,holman,CB,CB,DB,26,70,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1224,2004-07-30,781.0,Tommy,Knight,release,1,TB,FA,TB,6.0,1009.0,6.0,The Tampa Bay Buccaneers released S Tommy Knight.,tommy knight,tommy,knight,S,S,DB,540,tom knight,tom,knight,CB,CB,DB,29,73,TB,6,0.94,0.87,1.0,0,1,1,0,1
1232,2004-07-30,906.0,Scott,McGarrahan,sign,1,FA,TEN,,1009.0,30.0,,The Tennessee Titans signed S Scott McGarrahan.,scott mcgarrahan,scott,mcgarrahan,S,S,DB,1245,scott mcgarrahan,scott,mcgarrahan,SS,S,DB,30,68,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1238,2004-07-30,1138.0,Travaris,Robinson,sign,1,FA,ATL,TB,1009.0,14.0,6.0,The Atlanta Falcons signed S/CB Travaris Robinson.,travaris robinson,travaris,robinson,S,S,DB,17191,travaris robinson,travaris,robinson,FS,S,DB,22,66,TB,6,1.0,1.0,1.0,1,1,0,0,1
1261,2004-07-30,1444.0,Fred,Weary,sign,1,FA,BAL,,1009.0,25.0,,The Baltimore Ravens signed CB Fred Weary.,fred weary,fred,weary,CB,CB,DB,1571,fred weary,fred,weary,CB,CB,DB,30,66,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1262,2004-07-30,1459.0,James,Whalen,sign,1,FA,CIN,DAL,1009.0,2.0,11.0,The Cincinnati Bengals signed TE James Whalen.,james whalen,james,whalen,TE,TE,TE,504,james whalen,james,whalen,TE,TE,TE,26,60,DAL,11,1.0,1.0,1.0,1,1,0,0,1
1265,2004-07-31,83.0,D'Wayne,Bates,sign,1,FA,TB,MIN,1009.0,6.0,31.0,The Tampa Bay Buccaneers signed QB D'Wayne Bates.,dwayne bates,dwayne,bates,QB,QB,QB,240,dwayne bates,dwayne,bates,WR,WR,WR,28,72,FA,1009,1.0,1.0,1.0,0,0,1,0,0
1269,2004-07-31,253.0,Ryan,Clark,sign,1,FA,WAS,NYG,1009.0,26.0,16.0,The Washington Redskins signed SAF Ryan Clark.,ryan clark,ryan,clark,S,S,DB,17085,ryan clark,ryan,clark,SS,S,DB,24,69,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1271,2004-07-31,343.0,Dorsett,Davis,waive,1,DEN,FA,,4.0,1009.0,,The Denver Broncos waived DT Dorsett Davis.,dorsett davis,dorsett,davis,DT,DT,DL,15321,dorsett davis,dorsett,davis,DT,DT,DL,25,70,DEN,4,1.0,1.0,1.0,1,1,1,0,0
1272,2004-07-31,379.0,Dameane,Douglas,sign,1,FA,WAS,,1009.0,26.0,,The Washington Redskins signed WR Dameane Douglas.,dameane douglas,dameane,douglas,WR,WR,WR,864,dameane douglas,dameane,douglas,WR,WR,WR,28,62,FA,1009,1.0,1.0,1.0,1,1,1,0,0
